Sr,CaseType,CaseNo,CaseYear,CaseLabel,BillingStatus,AllotmentDate,NumAppearances
1168,PIL,96,2024,PIL/96/2024,ONGOING,11-11-2025,1
1169,WP,11805,2022,WP/11805/2022,ONGOING,11-11-2025,1
1170,WP,14327,2025,WP/14327/2025,ONGOING,11-11-2025,6
1171,WP,15039,2025,WP/15039/2025,ONGOING,11-11-2025,4
1172,WP,15044,2025,WP/15044/2025,ONGOING,11-11-2025,1
1173,WP,230,2025,WP/230/2025,DISPOSED,11-11-2025,1
1174,WP,4024,2025,WP/4024/2025,ONGOING,11-11-2025,1
1175,WP,8812,2025,WP/8812/2025,DISPOSED,11-11-2025,2
1176,WP,11455,2025,WP/11455/2025,ONGOING,12-11-2025,1
1177,WP,13128,2025,WP/13128/2025,ONGOING,12-11-2025,1
1178,WP,14706,2025,WP/14706/2025,ONGOING,12-11-2025,1
1179,WP,14978,2025,WP/14978/2025,DISPOSED,12-11-2025,4
1180,WP,16544,2023,WP/16544/2023,ONGOING,12-11-2025,2
1181,WP,18535,2024,WP/18535/2024,ONGOING,12-11-2025,1
1182,WP,6001,2025,WP/6001/2025,ONGOING,12-11-2025,1
1183,WP,14863,2025,WP/14863/2025,ONGOING,13-11-2025,2
1184,WP,15937,2024,WP/15937/2024,ONGOING,13-11-2025,3
1185,WP,15131,2025,WP/15131/2025,DISPOSED,14-11-2025,4
1186,WP,3626,2016,WP/3626/2016,ONGOING,14-11-2025,2
1187,WP,6852,2025,WP/6852/2025,ONGOING,14-11-2025,1
1188,WP,12965,2025,WP/12965/2025,ONGOING,17-11-2025,1
1189,WP,13732,2025,WP/13732/2025,ONGOING,17-11-2025,1
1190,WP,13791,2025,WP/13791/2025,ONGOING,17-11-2025,2
1191,WP,14228,2025,WP/14228/2025,ONGOING,17-11-2025,3
1192,WP,14357,2025,WP/14357/2025,ONGOING,17-11-2025,5
1193,WP,15213,2025,WP/15213/2025,ONGOING,17-11-2025,4
1194,WP,15234,2025,WP/15234/2025,ONGOING,17-11-2025,3
1195,WP,15350,2025,WP/15350/2025,ONGOING,17-11-2025,1
1196,WP,18066,2024,WP/18066/2024,ONGOING,17-11-2025,1
1197,WP,9424,2009,WP/9424/2009,ONGOING,17-11-2025,6
1198,WP,13657,2025,WP/13657/2025,ONGOING,18-11-2025,1
1199,WP,14463,2025,WP/14463/2025,ONGOING,18-11-2025,3
1200,WP,14483,2025,WP/14483/2025,ONGOING,18-11-2025,1
1201,WP,14520,2025,WP/14520/2025,ONGOING,18-11-2025,2
1202,WP,14621,2025,WP/14621/2025,DISPOSED,18-11-2025,4
1203,WP,6618,2023,WP/6618/2023,ONGOING,18-11-2025,1
1204,WP,13951,2025,WP/13951/2025,ONGOING,19-11-2025,1
1205,WP,14014,2025,WP/14014/2025,ONGOING,19-11-2025,1
1206,WP,14756,2025,WP/14756/2025,ONGOING,19-11-2025,3
1207,WP,14776,2025,WP/14776/2025,DISPOSED,19-11-2025,2
1208,WP,3120,2020,WP/3120/2020,DISPOSED,19-11-2025,1
1209,WP,1101,2012,WP/1101/2012,ONGOING,20-11-2025,2
1210,WP,6763,2024,WP/6763/2024,ONGOING,20-11-2025,2
1211,WP,2857,2025,WP/2857/2025,ONGOING,21-11-2025,1
1212,CP,729,2025,CP/729/2025,DISPOSED,24-11-2025,3
1213,CP,745,2025,CP/745/2025,DISPOSED,24-11-2025,1
1214,WP,12178,2025,WP/12178/2025,ONGOING,24-11-2025,3
1215,WP,16128,2023,WP/16128/2023,DISPOSED,24-11-2025,1
1216,PIL,133,2007,PIL/133/2007,ONGOING,25-11-2025,5
1217,WP,14404,2025,WP/14404/2025,ONGOING,25-11-2025,1
1218,WP,9262,2025,WP/9262/2025,ONGOING,25-11-2025,1
1219,WP,15010,2025,WP/15010/2025,ONGOING,26-11-2025,2
1220,WP,15614,2025,WP/15614/2025,ONGOING,26-11-2025,2
1221,WP,15837,2025,WP/15837/2025,DISPOSED,26-11-2025,1
1222,WP(ST),17400,2025,WP(ST)/17400/2025,DISPOSED,27-11-2025,2
1223,WP,14356,2025,WP/14356/2025,ONGOING,27-11-2025,1
1224,WP,15219,2025,WP/15219/2025,ONGOING,28-11-2025,4
1225,WP,15241,2025,WP/15241/2025,ONGOING,01-12-2025,2
1226,WP,1801,2012,WP/1801/2012,ONGOING,01-12-2025,1
1227,WP,10510,2025,WP/10510/2025,ONGOING,02-12-2025,1
1228,WP,12065,2025,WP/12065/2025,ONGOING,02-12-2025,2
1229,WP,13177,2023,WP/13177/2023,ONGOING,02-12-2025,1
1230,WP,13903,2022,WP/13903/2022,ONGOING,02-12-2025,1
1231,WP,14907,2022,WP/14907/2022,ONGOING,02-12-2025,1
1232,WP,15966,2025,WP/15966/2025,ONGOING,02-12-2025,3
1233,WP,16187,2025,WP/16187/2025,ONGOING,02-12-2025,4
1234,WP,7340,2025,WP/7340/2025,ONGOING,02-12-2025,2
1235,WP,11106,2025,WP/11106/2025,ONGOING,03-12-2025,1
1236,WP,12590,2025,WP/12590/2025,ONGOING,03-12-2025,1
1237,WP,8091,2022,WP/8091/2022,ONGOING,03-12-2025,1
1238,WP,14237,2025,WP/14237/2025,ONGOING,04-12-2025,2
1239,WP,14428,2025,WP/14428/2025,ONGOING,04-12-2025,4
1240,WP,16251,2025,WP/16251/2025,ONGOING,04-12-2025,2
1241,WP,12896,2024,WP/12896/2024,ONGOING,05-12-2025,1
1242,WP,14580,2025,WP/14580/2025,DISPOSED,05-12-2025,1
1243,WP,14674,2025,WP/14674/2025,ONGOING,05-12-2025,1
1244,WP,10030,2025,WP/10030/2025,ONGOING,08-12-2025,1
1245,WP,16284,2025,WP/16284/2025,ONGOING,08-12-2025,1
1246,WP,8910,2025,WP/8910/2025,ONGOING,08-12-2025,1
1247,WP,9503,2025,WP/9503/2025,ONGOING,08-12-2025,3
1248,WP,14686,2025,WP/14686/2025,ONGOING,09-12-2025,1
1249,WP,15610,2024,WP/15610/2024,DISPOSED,09-12-2025,1
1250,WP,16463,2025,WP/16463/2025,ONGOING,09-12-2025,7
1251,WP,2386,2024,WP/2386/2024,ONGOING,09-12-2025,1
1252,WP,8000,2023,WP/8000/2023,ONGOING,09-12-2025,1
1253,WP,7201,2021,WP/7201/2021,ONGOING,10-12-2025,1
1254,CP,790,2025,CP/790/2025,ONGOING,11-12-2025,2
1255,WP,15643,2025,WP/15643/2025,ONGOING,11-12-2025,2
1256,WP,16540,2025,WP/16540/2025,ONGOING,11-12-2025,4
1257,WP,18124,2024,WP/18124/2024,DISPOSED,11-12-2025,1
1258,WP,3089,2024,WP/3089/2024,ONGOING,11-12-2025,4
1259,WP,16781,2025,WP/16781/2025,ONGOING,15-12-2025,5
1260,WP,3178,2020,WP/3178/2020,DISPOSED,15-12-2025,2
1261,WP,801,2012,WP/801/2012,DISPOSED,15-12-2025,2
1262,WP,16692,2025,WP/16692/2025,ONGOING,16-12-2025,2
1263,WP,17112,2025,WP/17112/2025,DISPOSED,16-12-2025,1
1264,WP,17143,2025,WP/17143/2025,ONGOING,17-12-2025,2
1265,WP,16943,2025,WP/16943/2025,DISPOSED,18-12-2025,4
1266,WP,3927,2025,WP/3927/2025,ONGOING,18-12-2025,1
1267,WP,14144,2025,WP/14144/2025,ONGOING,19-12-2025,2
1268,PIL,107,2025,PIL/107/2025,ONGOING,22-12-2025,1
1269,WP,17292,2025,WP/17292/2025,ONGOING,22-12-2025,2
1270,WP,17382,2025,WP/17382/2025,ONGOING,22-12-2025,3
1271,WP,17455,2025,WP/17455/2025,ONGOING,22-12-2025,1
1272,IA,12047,2024,IA/12047/2024,ONGOING,23-12-2025,1
1273,WP,17469,2025,WP/17469/2025,DISPOSED,23-12-2025,1
1274,WP,17507,2025,WP/17507/2025,DISPOSED,23-12-2025,2
1275,WP,17239,2025,WP/17239/2025,ONGOING,24-12-2025,3
1276,WP,9625,2022,WP/9625/2022,DISPOSED,05-01-2026,2
1277,WP,17449,2025,WP/17449/2025,ONGOING,07-01-2026,4
1278,WP,17488,2025,WP/17488/2025,ONGOING,07-01-2026,1
1279,WP,17501,2025,WP/17501/2025,ONGOING,07-01-2026,2
1280,WP,17506,2025,WP/17506/2025,ONGOING,07-01-2026,1
1281,IA,135,2026,IA/135/2026,ONGOING,08-01-2026,1
1282,WP,17297,2025,WP/17297/2025,DISPOSED,08-01-2026,2
1283,WP,17486,2025,WP/17486/2025,ONGOING,08-01-2026,1
1284,WP,17661,2025,WP/17661/2025,ONGOING,08-01-2026,2
1285,WP,362,2026,WP/362/2026,DISPOSED,08-01-2026,2
1286,WP,6308,2025,WP/6308/2025,ONGOING,08-01-2026,1
1287,WP,17582,2025,WP/17582/2025,ONGOING,09-01-2026,1
1288,WP,17844,2025,WP/17844/2025,ONGOING,09-01-2026,4
1289,WP,14563,2025,WP/14563/2025,DISPOSED,12-01-2026,1
1290,WP,6873,2025,WP/6873/2025,ONGOING,12-01-2026,1
1291,WP,15216,2025,WP/15216/2025,DISPOSED,13-01-2026,1
1292,WP,10585,2025,WP/10585/2025,ONGOING,14-01-2026,2
1293,WP,16619,2025,WP/16619/2025,ONGOING,14-01-2026,1
1294,WP,17814,2025,WP/17814/2025,DISPOSED,14-01-2026,1
1295,WP,4564,2025,WP/4564/2025,ONGOING,14-01-2026,1
1296,WP,12313,2025,WP/12313/2025,ONGOING,16-01-2026,1
1297,WP,15835,2023,WP/15835/2023,DISPOSED,16-01-2026,1
1298,WP,15043,2025,WP/15043/2025,ONGOING,19-01-2026,1
1299,WP,657,2026,WP/657/2026,ONGOING,20-01-2026,2
1300,WP,14685,2024,WP/14685/2024,ONGOING,21-01-2026,1
1301,WP,10196,2025,WP/10196/2025,ONGOING,22-01-2026,1
1302,WP,1053,2026,WP/1053/2026,DISPOSED,22-01-2026,1
1303,WP,11325,2025,WP/11325/2025,ONGOING,22-01-2026,1
1304,WP,16282,2025,WP/16282/2025,DISPOSED,22-01-2026,1
1305,WP,5697,2024,WP/5697/2024,ONGOING,22-01-2026,1
1306,WP,16502,2025,WP/16502/2025,ONGOING,23-01-2026,1
1307,WP,16616,2025,WP/16616/2025,DISPOSED,27-01-2026,2
1308,WP,16728,2024,WP/16728/2024,ONGOING,29-01-2026,1
1309,WP,17383,2025,WP/17383/2025,ONGOING,29-01-2026,1
1310,WP,1883,2022,WP/1883/2022,DISPOSED,29-01-2026,2
1311,WP,1215,2026,WP/1215/2026,ONGOING,02-02-2026,2
1312,WP,1217,2026,WP/1217/2026,ONGOING,02-02-2026,1
1313,IA,9621,2025,IA/9621/2025,ONGOING,03-02-2026,1
1314,WP,10293,2019,WP/10293/2019,ONGOING,03-02-2026,1
1315,WP,1257,2026,WP/1257/2026,DISPOSED,03-02-2026,2
1316,WP,1478,2026,WP/1478/2026,ONGOING,03-02-2026,1
1317,WP,15887,2024,WP/15887/2024,ONGOING,03-02-2026,2
1318,WP,30,2020,WP/30/2020,ONGOING,03-02-2026,2
1319,WP,9437,2025,WP/9437/2025,ONGOING,03-02-2026,2
1320,CP,52,2026,CP/52/2026,ONGOING,04-02-2026,1
1321,CP,63,2026,CP/63/2026,ONGOING,04-02-2026,1
1322,WP,10332,2025,WP/10332/2025,ONGOING,04-02-2026,1
1323,WP,1277,2026,WP/1277/2026,ONGOING,04-02-2026,1
1324,WP,1438,2026,WP/1438/2026,ONGOING,04-02-2026,1
1325,WP,5734,2025,WP/5734/2025,ONGOING,04-02-2026,2
1326,WP,7298,2025,WP/7298/2025,ONGOING,04-02-2026,2
1327,WP,10232,2022,WP/10232/2022,ONGOING,05-02-2026,1
1328,WP,1437,2026,WP/1437/2026,ONGOING,05-02-2026,1
1329,WP,13833,2018,WP/13833/2018,DISPOSED,09-02-2026,1
1330,WP,1808,2026,WP/1808/2026,ONGOING,09-02-2026,1
1331,WP,4100,2018,WP/4100/2018,ONGOING,09-02-2026,2
1332,WP,1586,2026,WP/1586/2026,ONGOING,10-02-2026,1
1333,WP,1607,2026,WP/1607/2026,ONGOING,10-02-2026,1
1334,WP,1615,2026,WP/1615/2026,ONGOING,10-02-2026,1
1335,WP,1642,2026,WP/1642/2026,ONGOING,10-02-2026,4
1336,WP,1965,2026,WP/1965/2026,ONGOING,10-02-2026,3
1337,WP,3306,2025,WP/3306/2025,ONGOING,10-02-2026,2
1338,WP,4447,2018,WP/4447/2018,ONGOING,10-02-2026,2
1339,WP,1721,2026,WP/1721/2026,ONGOING,11-02-2026,1
1340,WP,4871,2015,WP/4871/2015,ONGOING,11-02-2026,2
1341,WP,1579,2026,WP/1579/2026,ONGOING,12-02-2026,1
1342,WP,16692,2025,WP/16692/2025\,ONGOING,12-02-2026,1
1343,WP,1836,2026,WP/1836/2026,ONGOING,12-02-2026,1
1344,CP,108,2026,CP/108/2026,ONGOING,13-02-2026,1
1345,WP,3975,2005,WP/3975/2005,ONGOING,13-02-2026,1
1346,WP,4624,2024,WP/4624/2024,ONGOING,16-02-2026,2
1347,WP,4796,2024,WP/4796/2024,DISPOSED,16-02-2026,1
1348,WP,12238,2016,WP/12238/2016,ONGOING,17-02-2026,1
1349,WP,2316,2026,WP/2316/2026,ONGOING,17-02-2026,4
1350,WP,3335,2009,WP/3335/2009,ONGOING,17-02-2026,3
1351,WP,15629,2025,WP/15629/2025,ONGOING,18-02-2026,1
1352,WP,1926,2026,WP/1926/2026,ONGOING,18-02-2026,2
1353,WP,2669,2020,WP/2669/2020,ONGOING,18-02-2026,1
1354,WP,5302,2017,WP/5302/2017,DISPOSED,18-02-2026,2
1355,WP,2480,2026,WP/2480/2026,ONGOING,20-02-2026,1
1356,IA,13099,2025,IA/13099/2025,ONGOING,23-02-2026,1
1357,WP(ST),5032,2026,WP(ST)/5032/2026,ONGOING,23-02-2026,2
1358,WP,17229,2024,WP/17229/2024,ONGOING,23-02-2026,1
1359,WP,19154,2024,WP/19154/2024,ONGOING,23-02-2026,1
1360,WP,2451,2026,WP/2451/2026,DISPOSED,23-02-2026,4
1361,WP,1484,2016,WP/1484/2016,ONGOING,24-02-2026,2
1362,WP,1784,2026,WP/1784/2026,ONGOING,24-02-2026,3
1363,WP,2274,2026,WP/2274/2026,ONGOING,24-02-2026,2
1364,WP,2311,2026,WP/2311/2026,ONGOING,24-02-2026,1
1365,WP,2619,2026,WP/2619/2026,ONGOING,24-02-2026,1
1366,WP,7138,2018,WP/7138/2018,DISPOSED,24-02-2026,1
1367,WP,1561,2026,WP/1561/2026,ONGOING,25-02-2026,1
1368,WP,2338,2026,WP/2338/2026,ONGOING,25-02-2026,1
1369,WP,2548,2026,WP/2548/2026,ONGOING,25-02-2026,1
1370,WP,14146,2023,WP/14146/2023,ONGOING,26-02-2026,2
1371,WP,17219,2024,WP/17219/2024,ONGOING,26-02-2026,3
1372,WP,2462,2026,WP/2462/2026,ONGOING,26-02-2026,1
1373,WP,2465,2026,WP/2465/2026,ONGOING,26-02-2026,2
1374,WP,2681,2026,WP/2681/2026,ONGOING,26-02-2026,2
1375,WP,5567,2024,WP/5567/2024,ONGOING,26-02-2026,1
1376,WP,10000,2017,WP/10000/2017,ONGOING,27-02-2026,1
1377,WP,132,2016,WP/132/2016,ONGOING,27-02-2026,1
1378,WP,17219,2025,WP/17219/2025,ONGOING,27-02-2026,2
1379,WP,18916,2024,WP/18916/2024,ONGOING,27-02-2026,1
1380,WP,7845,2018,WP/7845/2018,ONGOING,27-02-2026,1
1381,CP,141,2026,CP/141/2026,ONGOING,04-03-2026,2
1382,WP,2630,2026,WP/2630/2026,ONGOING,04-03-2026,1
1383,WP,2646,2026,WP/2646/2026,ONGOING,04-03-2026,1
1384,WP,2677,2026,WP/2677/2026,ONGOING,04-03-2026,2
1385,WP,644,2026,WP/644/2026,ONGOING,04-03-2026,1
1386,WP,925,2026,WP/925/2026,DISPOSED,04-03-2026,1
1387,WP,950,2026,WP/950/2026,DISPOSED,04-03-2026,2
1388,WP,1763,2026,WP/1763/2026,ONGOING,05-03-2026,3
1389,WP,2688,2026,WP/2688/2026,DISPOSED,05-03-2026,2
1390,WP,2694,2026,WP/2694/2026,ONGOING,05-03-2026,1
1391,WP,2773,2026,WP/2773/2026,ONGOING,05-03-2026,2
1392,WP,2798,2026,WP/2798/2026,ONGOING,05-03-2026,1
1393,WP,8111,2025,WP/8111/2025,DISPOSED,05-03-2026,1
1394,WP,9069,2025,WP/9069/2025,DISPOSED,05-03-2026,1
1395,WP,15847,2025,WP/15847/2025,ONGOING,06-03-2026,2
1396,WP,1681,2014,WP/1681/2014,ONGOING,06-03-2026,2
1397,WP,17556,2025,WP/17556/2025,DISPOSED,06-03-2026,1
1398,WP,2794,2026,WP/2794/2026,ONGOING,06-03-2026,2
1399,WP,13847,2024,WP/13847/2024,DISPOSED,09-03-2026,1
1400,WP,12629,2025,WP/12629/2025,ONGOING,10-03-2026,1
1401,WP,14155,2023,WP/14155/2023,DISPOSED,10-03-2026,2
1402,WP,16522,2025,WP/16522/2025,ONGOING,10-03-2026,1
1403,WP,2729,2026,WP/2729/2026,ONGOING,10-03-2026,1
1404,WP,3061,2026,WP/3061/2026,ONGOING,10-03-2026,1
1405,WP,13916,2024,WP/13916/2024,ONGOING,11-03-2026,1
1406,WP,14454,2025,WP/14454/2025,ONGOING,11-03-2026,1
1407,WP,2238,2026,WP/2238/2026,ONGOING,11-03-2026,1
1408,WP,3007,2026,WP/3007/2026,ONGOING,11-03-2026,2
1409,WP,3010,2026,WP/3010/2026,ONGOING,11-03-2026,2
1410,WP,3018,2026,WP/3018/2026,ONGOING,11-03-2026,2
1411,WP,3349,2026,WP/3349/2026,ONGOING,11-03-2026,3
1412,WP,834,2026,WP/834/2026,ONGOING,11-03-2026,2
1413,WP,14461,2023,WP/14461/2023,ONGOING,12-03-2026,1
1414,WP,17352,2024,WP/17352/2024,ONGOING,12-03-2026,1
1415,WP,2383,2026,WP/2383/2026,ONGOING,12-03-2026,1
1416,CP,539,2023,CP/539/2023,ONGOING,13-03-2026,1
1417,WP,12489,2023,WP/12489/2023,ONGOING,13-03-2026,1
1418,WP,13315,2024,WP/13315/2024,ONGOING,13-03-2026,1
1419,WP,3168,2026,WP/3168/2026,ONGOING,13-03-2026,1
1420,WP,3190,2026,WP/3190/2026,DISPOSED,13-03-2026,1
1421,IA,2106,2026,IA/2106/2026,ONGOING,16-03-2026,1
1422,WP,1799,2026,WP/1799/2026,ONGOING,16-03-2026,2
1423,WP,9712,2015,WP/9712/2015,ONGOING,16-03-2026,1
1424,CP,235,2024,CP/235/2024,ONGOING,17-03-2026,1
1425,WP,14360,2024,WP/14360/2024,ONGOING,17-03-2026,1
1426,WP,3815,2025,WP/3815/2025,ONGOING,17-03-2026,1
1427,WP,1361,2026,WP/1361/2026,DISPOSED,18-03-2026,1
1428,WP,2636,2026,WP/2636/2026,ONGOING,18-03-2026,1
1429,WP,3261,2026,WP/3261/2026,ONGOING,18-03-2026,1
1430,WP,2631,2026,WP/2631/2026,DISPOSED,23-03-2026,1
1431,WP,12046,2012,WP/12046/2012,ONGOING,24-03-2026,1
1432,WP,15842,2024,WP/15842/2024,ONGOING,25-03-2026,1
1433,WP,1968,2026,WP/1968/2026,ONGOING,25-03-2026,1
1434,WP,5838,2010,WP/5838/2010,ONGOING,25-03-2026,1
1435,WP,14248,2025,WP/14248/2025,ONGOING,26-03-2026,1
1436,WP,17081,2025,WP/17081/2025,ONGOING,26-03-2026,1
1437,WP,3060,2026,WP/3060/2026,ONGOING,26-03-2026,1
1438,WP,3122,2026,WP/3122/2026,ONGOING,26-03-2026,1
1439,WP,3710,2026,WP/3710/2026,ONGOING,26-03-2026,1
1440,WP,3736,2026,WP/3736/2026,ONGOING,26-03-2026,1
1441,WP,1426,2026,WP/1426/2026,ONGOING,27-03-2026,1
1442,WP,2336,2026,WP/2336/2026,ONGOING,27-03-2026,1
1443,WP,15514,2024,WP/15514/2024,ONGOING,30-03-2026,1
1444,WP,3461,2026,WP/3461/2026,ONGOING,30-03-2026,1
